City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Rikitea,PF,2022-03-21 22:21:24,-23.1203,-134.9692,79.88,68,3,15.48
1,Ahipara,NZ,2022-03-21 22:21:24,-35.1667,173.1667,71.56,80,5,11.12
2,Ushuaia,AR,2022-03-21 22:21:25,-54.8,-68.3,55.06,54,75,12.66
3,Mataura,NZ,2022-03-21 22:21:25,-46.1927,168.8643,66.6,65,46,7.38
4,Bethel,US,2022-03-21 22:21:25,41.3712,-73.414,58.77,38,69,5.99
5,Punta Arenas,CL,2022-03-21 22:19:34,-53.15,-70.9167,55.51,62,40,26.46
6,Klaksvik,FO,2022-03-21 22:21:26,62.2266,-6.589,43.72,86,49,19.28
7,Hermanus,ZA,2022-03-21 22:21:26,-34.4187,19.2345,69.8,86,4,11.14
8,Abu Kamal,SY,2022-03-21 22:21:27,34.4506,40.9171,46.81,59,93,1.23
9,Pangnirtung,CA,2022-03-21 22:21:27,66.1451,-65.7125,-5.8,71,100,4.61
10,Atuona,PF,2022-03-21 22:21:27,-9.8,-139.0333,78.67,79,89,15.21
11,Fort Nelson,CA,2022-03-21 22:21:28,58.8053,-122.7002,27.99,50,75,0.0
12,Kaitangata,NZ,2022-03-21 22:21:28,-46.2817,169.8464,61.65,83,93,12.33
13,Guerrero Negro,MX,2022-03-21 22:21:28,27.9769,-114.0611,65.1,58,1,17.02
14,Erdenet,MN,2022-03-21 22:21:29,49.0333,104.0833,17.19,48,0,4.09
15,Saskylakh,RU,2022-03-21 22:21:29,71.9167,114.0833,-2.22,99,100,3.06
16,Albany,US,2022-03-21 22:21:30,42.6001,-73.9662,52.05,37,50,3.0
17,Kailua,US,2022-03-21 22:21:30,21.4022,-157.7394,85.41,65,2,5.01
18,Isangel,VU,2022-03-21 22:21:30,-19.55,169.2667,81.03,82,100,8.9
19,Lazaro Cardenas,MX,2022-03-21 22:17:17,17.9583,-102.2,84.15,42,0,12.44
20,Ust-Nera,RU,2022-03-21 22:21:31,64.5667,143.2,2.97,97,100,7.9
21,Askiz,RU,2022-03-21 22:21:31,53.1319,90.5264,21.69,82,74,4.61
22,Ekhabi,RU,2022-03-21 22:21:32,53.5102,142.9671,10.09,79,7,12.59
23,Tanabe,JP,2022-03-21 22:21:32,33.7333,135.3667,47.93,87,100,1.99
24,Puerto Ayora,EC,2022-03-21 22:21:32,-0.7393,-90.3518,85.96,88,74,5.01
25,Nikolskoye,RU,2022-03-21 22:21:33,59.7035,30.7861,37.29,89,0,6.78
26,Vaini,TO,2022-03-21 22:21:33,-21.2,-175.2,81.68,78,96,15.75
27,Codrington,AU,2022-03-21 22:21:33,-38.2667,141.9667,60.3,88,96,2.82
28,Okhotsk,RU,2022-03-21 22:21:34,59.3833,143.3,16.66,92,100,13.51
29,Severo-Kurilsk,RU,2022-03-21 22:21:34,50.6789,156.125,28.06,67,100,25.86
30,Tasiilaq,GL,2022-03-21 22:21:35,65.6145,-37.6368,5.16,55,0,5.19
31,Aklavik,CA,2022-03-21 22:21:35,68.2191,-135.0107,-1.19,79,100,2.04
32,Barrow,US,2022-03-21 22:20:56,71.2906,-156.7887,-9.38,64,0,8.05
33,Cayenne,GF,2022-03-21 22:21:35,4.9333,-52.3333,80.1,1,100,2.3
34,Port Alfred,ZA,2022-03-21 22:21:36,-33.5906,26.891,72.01,86,0,12.88
35,Carnarvon,AU,2022-03-21 22:21:36,-24.8667,113.6333,73.47,83,99,12.66
36,Bluff,NZ,2022-03-21 22:21:36,-46.6,168.3333,62.58,75,15,8.25
37,Petropavlovsk-Kamchatskiy,RU,2022-03-21 22:21:37,53.0452,158.6483,30.79,47,20,20.13
38,Faya,SA,2022-03-21 22:20:51,18.3851,42.4509,59.11,55,0,4.92
39,Tarko-Sale,RU,2022-03-21 22:21:37,64.9225,77.785,-4.92,97,36,9.89
40,Yulara,AU,2022-03-21 22:21:38,-25.2406,130.9889,67.84,42,1,5.75
41,Hobart,AU,2022-03-21 22:19:37,-42.8794,147.3294,62.46,88,75,6.91
42,Khatanga,RU,2022-03-21 22:21:38,71.9667,102.5,-17.84,99,100,5.1
43,Georgetown,MY,2022-03-21 22:21:31,5.4112,100.3354,78.73,91,20,3.44
44,Cherskiy,RU,2022-03-21 22:21:37,68.75,161.3,21.74,93,99,10.29
45,Sur,OM,2022-03-21 22:21:39,22.5667,59.5289,74.39,44,0,12.21
46,Ndele,CF,2022-03-21 22:21:39,8.4109,20.6473,79.32,13,16,2.93
47,Formosa,AR,2022-03-21 22:21:39,-26.1775,-58.1781,87.78,51,0,12.66
48,Chuy,UY,2022-03-21 22:22:40,-33.6971,-53.4616,66.16,61,14,15.5
49,Busselton,AU,2022-03-21 22:22:40,-33.65,115.3333,54.34,87,0,10.8
50,Tessalit,ML,2022-03-21 22:22:41,20.1986,1.0114,74.03,12,0,9.66
51,Talnakh,RU,2022-03-21 22:22:41,69.4865,88.3972,-11.79,95,47,1.45
52,Mar Del Plata,AR,2022-03-21 22:18:01,-38.0023,-57.5575,64.09,87,100,40.0
53,Lata,PT,2022-03-21 22:22:41,40.1629,-8.3327,57.07,81,96,2.42
54,Carutapera,BR,2022-03-21 22:22:42,-1.195,-46.02,76.06,92,100,4.12
55,Andros Town,BS,2022-03-21 22:22:42,24.7,-77.7667,75.16,74,98,21.72
56,Cape Town,ZA,2022-03-21 22:22:43,-33.9258,18.4232,71.11,78,0,16.11
57,Athens,GR,2022-03-21 22:22:43,37.9795,23.7162,47.16,58,46,11.99
58,Maryville,US,2022-03-21 22:20:13,35.7565,-83.9705,71.19,29,75,3.44
59,Victoria,HK,2022-03-21 22:19:32,22.2855,114.1577,75.94,95,99,11.99
60,Kathmandu,NP,2022-03-21 22:21:30,27.7167,85.3167,61.02,82,20,3.44
61,Broome,US,2022-03-21 22:22:44,42.2506,-75.833,51.89,46,0,11.5
62,Provideniya,RU,2022-03-21 22:22:44,64.3833,-173.3,17.71,62,0,4.47
63,Saint Anthony,US,2022-03-21 22:22:45,45.0205,-93.218,64.47,48,0,16.11
64,Solnechnyy,RU,2022-03-21 22:22:45,50.7214,136.6319,15.13,68,4,8.21
65,Dikson,RU,2022-03-21 22:22:45,73.5069,80.5464,0.18,98,100,10.71
66,Mahebourg,MU,2022-03-21 22:22:46,-20.4081,57.7,80.89,94,75,3.44
67,Yellowknife,CA,2022-03-21 22:22:46,62.456,-114.3525,19.42,92,100,16.11
68,Kununurra,AU,2022-03-21 22:22:46,-15.7667,128.7333,76.98,94,74,2.3
69,Rocha,UY,2022-03-21 22:22:47,-34.4833,-54.3333,65.08,58,15,15.41
70,Puerto Escondido,MX,2022-03-21 22:22:47,15.85,-97.0667,88.63,55,0,0.0
71,Arraial Do Cabo,BR,2022-03-21 22:22:47,-22.9661,-42.0278,75.16,78,75,13.8
72,Lakes Entrance,AU,2022-03-21 22:22:48,-37.8811,147.981,62.17,76,98,2.39
73,New Norfolk,AU,2022-03-21 22:22:48,-42.7826,147.0587,62.1,67,100,0.29
74,Farrukhnagar,IN,2022-03-21 22:22:49,17.0778,78.2011,76.71,60,16,6.64
75,Kodiak,US,2022-03-21 22:22:50,57.79,-152.4072,40.51,45,0,13.8
76,Nenjiang,CN,2022-03-21 22:22:50,49.1833,125.2167,4.33,92,8,5.91
77,Boyolangu,ID,2022-03-21 22:22:51,-8.1181,111.8935,74.75,85,100,3.0
78,Chimbote,PE,2022-03-21 22:22:51,-9.0853,-78.5783,72.86,75,78,11.1
79,Bambari,CF,2022-03-21 22:22:52,5.768,20.6757,80.49,29,16,2.66
80,Walvis Bay,NA,2022-03-21 22:22:52,-22.9575,14.5053,72.55,68,35,4.61
81,Vryburg,ZA,2022-03-21 22:22:53,-26.9566,24.7284,66.22,71,94,1.63
82,Butaritari,KI,2022-03-21 22:22:53,3.0707,172.7902,80.65,78,54,15.68
83,Tiznit,MA,2022-03-21 22:22:53,29.5833,-9.5,53.73,83,94,3.96
84,Esperance,AU,2022-03-21 22:22:54,-33.8667,121.9,62.1,65,100,14.56
85,Yantongshan,CN,2022-03-21 22:22:54,43.2919,126.0094,20.82,83,2,5.41
86,Karratha,AU,2022-03-21 22:22:01,-20.7377,116.8463,84.18,71,100,18.21
87,Thompson,CA,2022-03-21 22:22:55,55.7435,-97.8558,37.56,41,75,10.36
88,Chokurdakh,RU,2022-03-21 22:22:55,70.6333,147.9167,2.39,84,100,15.64
89,Okato,NZ,2022-03-21 22:22:55,-39.2,173.8833,71.91,76,96,11.88
90,Surovikino,RU,2022-03-21 22:22:56,48.6078,42.8486,33.1,86,91,14.03
91,Sola,VU,2022-03-21 22:22:56,-13.8833,167.55,81.21,78,100,9.22
92,Buta,CD,2022-03-21 22:22:56,2.7858,24.73,71.29,94,100,3.53
93,Meulaboh,ID,2022-03-21 22:22:57,4.1363,96.1285,75.76,89,100,4.68
94,Olinda,BR,2022-03-21 22:22:57,-8.0089,-34.8553,78.53,94,75,12.66
95,Linxia,CN,2022-03-21 22:23:58,35.6003,103.2064,40.51,78,100,1.34
96,Ostrovnoy,RU,2022-03-21 22:21:09,68.0531,39.5131,30.04,75,48,29.01
97,Atar,MR,2022-03-21 22:23:58,20.5169,-13.0499,78.51,12,0,8.48
98,Davila,PH,2022-03-21 22:23:58,18.4726,120.5763,73.38,78,69,1.05
99,Buraydah,SA,2022-03-21 22:23:59,26.326,43.975,64.85,33,0,7.4
100,College,US,2022-03-21 22:20:02,64.8569,-147.8028,14.79,46,0,5.75
101,Namatanai,PG,2022-03-21 22:24:00,-3.6667,152.4333,82.72,73,96,4.72
102,Port Blair,IN,2022-03-21 22:24:00,11.6667,92.75,78.51,75,97,4.88
103,Tomatlan,MX,2022-03-21 22:24:00,19.9333,-105.25,93.33,15,31,12.35
104,Avarua,CK,2022-03-21 22:24:01,-21.2078,-159.775,86.05,70,40,20.71
105,Quatre Cocos,MU,2022-03-21 22:24:01,-20.2078,57.7625,80.71,86,30,7.58
106,Kruisfontein,ZA,2022-03-21 22:24:01,-34.0033,24.7314,64.89,94,0,1.7
107,Lavrentiya,RU,2022-03-21 22:24:02,65.5833,-171.0,5.79,85,68,3.29
108,Mount Gambier,AU,2022-03-21 22:24:02,-37.8333,140.7667,57.11,100,100,0.0
109,Keningau,MY,2022-03-21 22:24:03,5.3378,116.1602,70.05,99,93,1.5
110,Inta,RU,2022-03-21 22:24:03,66.0317,60.1659,11.82,93,100,12.5
111,Usinsk,RU,2022-03-21 22:24:03,65.9939,57.5281,18.7,96,100,13.98
112,Beringovskiy,RU,2022-03-21 22:24:04,63.05,179.3167,26.78,92,100,13.98
113,Saldanha,ZA,2022-03-21 22:24:05,-33.0117,17.9442,64.45,92,0,10.11
114,Port Shepstone,ZA,2022-03-21 22:24:05,-30.7414,30.455,71.02,79,100,9.8
115,Kahului,US,2022-03-21 22:20:50,20.8947,-156.47,84.22,68,20,14.0
116,Bredasdorp,ZA,2022-03-21 22:24:06,-34.5322,20.0403,66.42,91,0,5.61
117,Taoudenni,ML,2022-03-21 22:24:06,22.6783,-3.9836,76.93,14,0,10.49
118,Bella Union,UY,2022-03-21 22:24:07,-30.2752,-57.6007,76.05,57,4,8.01
119,Saint-Pierre,RE,2022-03-21 22:24:09,-21.3393,55.4781,78.91,91,75,13.8
120,Kavieng,PG,2022-03-21 22:24:09,-2.5744,150.7967,82.8,74,98,6.6
121,Kuldiga,LV,2022-03-21 22:24:10,56.974,21.9572,28.09,64,0,0.54
122,Vanderhoof,CA,2022-03-21 22:24:10,54.0166,-124.0198,50.13,54,62,7.65
123,Laguna,US,2022-03-21 22:20:48,38.421,-121.4238,82.49,29,0,19.57
124,Drovyanaya,RU,2022-03-21 22:24:11,51.5833,113.0333,0.14,99,35,1.68
125,Ulaangom,MN,2022-03-21 22:24:11,49.9811,92.0667,-4.41,75,31,4.41
126,Chapais,CA,2022-03-21 22:24:11,49.7834,-74.8492,17.38,87,100,15.03
127,Ribeira Grande,PT,2022-03-21 22:24:12,38.5167,-28.7,57.7,64,100,23.2
128,Plymouth,US,2022-03-21 22:24:12,41.8334,-70.8328,55.83,31,20,20.71
129,Hithadhoo,MV,2022-03-21 22:22:44,-0.6,73.0833,83.59,75,65,17.25
130,Ponta Do Sol,PT,2022-03-21 22:24:12,32.6667,-17.1,63.05,74,99,6.78
131,Meghraj,IN,2022-03-21 22:24:13,23.5,73.5,78.8,12,0,12.01
132,Norman Wells,CA,2022-03-21 22:20:56,65.282,-126.8329,3.24,55,20,11.5
133,Puerto Leguizamo,CO,2022-03-21 22:24:13,-0.1934,-74.7819,75.4,92,100,2.42
134,Chernoyerkovskaya,RU,2022-03-21 22:24:14,45.4331,37.7686,36.88,89,5,8.93
135,Maldonado,UY,2022-03-21 22:24:14,-34.6667,-54.9167,69.19,55,11,17.36
136,Japura,ID,2022-03-21 22:24:15,-0.3167,102.35,74.71,91,95,1.57
137,Narsaq,GL,2022-03-21 22:24:15,60.9167,-46.05,16.02,72,0,6.24
138,Riyadh,SA,2022-03-21 22:21:30,24.6877,46.7219,71.74,14,21,9.33
139,Burnie,AU,2022-03-21 22:24:15,-41.0667,145.9167,64.92,82,81,3.62
140,Khoy,IR,2022-03-21 22:25:16,38.5504,44.9535,23.63,92,100,0.63
141,Vila Velha,BR,2022-03-21 22:20:52,-20.3297,-40.2925,75.15,82,75,18.01
142,Menongue,AO,2022-03-21 22:25:16,-14.6585,17.691,64.62,99,100,4.45
143,Leningradskiy,RU,2022-03-21 22:25:17,69.3833,178.4167,9.97,81,99,8.08
144,Jasmine Estates,US,2022-03-21 22:25:17,28.2931,-82.6901,82.94,44,5,5.99
145,Nanortalik,GL,2022-03-21 22:25:18,60.1432,-45.2371,19.15,86,24,3.62
146,Aranos,NA,2022-03-21 22:25:18,-24.1333,19.1167,76.95,42,74,7.61
147,Ilulissat,GL,2022-03-21 22:25:18,69.2167,-51.1,-2.18,42,10,1.14
148,Vila Franca Do Campo,PT,2022-03-21 22:25:19,37.7167,-25.4333,57.61,66,99,15.64
149,Jamestown,US,2022-03-21 22:25:19,42.097,-79.2353,53.53,37,100,9.22
150,Eureka,US,2022-03-21 22:22:37,40.8021,-124.1637,63.19,65,96,6.64
151,Lasa,IT,2022-03-21 22:25:20,46.6166,10.7002,38.28,76,4,0.94
152,Faanui,PF,2022-03-21 22:25:20,-16.4833,-151.75,81.61,73,83,16.58
153,Saurimo,AO,2022-03-21 22:25:20,-9.6608,20.3916,64.29,97,81,3.11
154,Oranjemund,NA,2022-03-21 22:25:21,-28.55,16.4333,63.21,90,0,7.25
155,Kovdor,RU,2022-03-21 22:25:21,67.5662,30.4758,28.74,89,90,6.15
156,Kapaa,US,2022-03-21 22:25:21,22.0752,-159.319,82.47,66,0,12.66
157,Fairbanks,US,2022-03-21 22:23:38,64.8378,-147.7164,14.81,47,0,5.75
158,Sao Miguel Do Araguaia,BR,2022-03-21 22:25:22,-13.275,-50.1628,74.32,85,99,3.38
159,Hamilton,US,2022-03-21 22:25:09,39.1834,-84.5333,70.65,28,0,10.36
160,East London,ZA,2022-03-21 22:25:22,-33.0153,27.9116,71.17,83,3,7.7
161,Goderich,CA,2022-03-21 22:25:23,43.7501,-81.7165,36.91,86,100,6.91
162,Olafsvik,IS,2022-03-21 22:25:23,64.8945,-23.7142,33.91,95,100,17.96
163,Gat,IL,2022-03-21 22:25:23,31.61,34.7642,49.41,69,50,3.67
164,Katsuura,JP,2022-03-21 22:25:24,35.1333,140.3,50.32,87,100,9.46
165,Lima,PE,2022-03-21 22:24:43,-12.0432,-77.0282,68.25,73,0,8.05
166,Lorengau,PG,2022-03-21 22:25:24,-2.0226,147.2712,82.15,75,61,2.15
167,Fortuna,US,2022-03-21 22:25:25,40.5982,-124.1573,61.92,65,75,13.8
168,Qaanaaq,GL,2022-03-21 22:25:25,77.484,-69.3632,-4.25,88,100,6.6
169,Airai,TL,2022-03-21 22:25:25,-8.9266,125.4092,59.2,83,98,1.95
170,Upernavik,GL,2022-03-21 22:25:26,72.7868,-56.1549,-18.4,67,92,5.88
171,Shumikha,RU,2022-03-21 22:25:26,55.2261,63.2961,25.03,95,95,14.83
172,Richards Bay,ZA,2022-03-21 22:25:26,-28.783,32.0377,67.95,74,98,5.1
173,Yuanping,CN,2022-03-21 22:25:27,38.7153,112.7575,34.72,78,79,2.59
174,Bell Ville,AR,2022-03-21 22:25:27,-32.6259,-62.6887,63.66,62,80,7.76
175,Padang,ID,2022-03-21 22:25:27,-0.9492,100.3543,75.25,79,92,3.27
176,Margate,GB,2022-03-21 22:25:28,51.3813,1.3862,50.31,78,41,1.99
177,Jaciara,BR,2022-03-21 22:25:28,-15.9653,-54.9683,76.23,84,98,3.51
178,Changde,CN,2022-03-21 22:25:29,29.0464,111.6783,44.01,92,100,9.98
179,Honningsvag,NO,2022-03-21 22:25:29,70.9821,25.9704,35.35,69,85,48.34
180,Tarazona,ES,2022-03-21 22:25:29,41.9,-1.7333,48.02,89,100,21.14
181,San Jeronimo,PE,2022-03-21 22:25:30,-11.9472,-75.2829,57.43,69,72,4.34
182,Makubetsu,JP,2022-03-21 22:25:30,45.3714,141.8211,31.78,90,71,15.57
183,Offa,NG,2022-03-21 22:25:31,8.15,4.7167,79.25,73,94,6.78
184,Luderitz,NA,2022-03-21 22:25:31,-26.6481,15.1594,76.35,58,1,15.88
185,Manosque,FR,2022-03-21 22:25:31,43.8288,5.7869,41.56,59,3,1.1
186,Port Lincoln,AU,2022-03-21 22:25:32,-34.7333,135.8667,65.93,79,100,4.7
187,Wichian Buri,TH,2022-03-21 22:25:32,15.6578,101.106,79.9,77,67,0.63
188,Beloyarskiy,RU,2022-03-21 22:26:33,63.7119,66.6722,-7.29,100,27,2.35
189,Kawalu,ID,2022-03-21 22:26:33,-7.3817,108.2082,70.97,88,98,3.11
190,Veracruz,MX,2022-03-21 22:25:37,19.3333,-96.6667,87.62,42,0,9.91
191,Floro,NO,2022-03-21 22:26:33,61.5996,5.0328,42.87,65,65,8.05
192,Sao Joao Da Barra,BR,2022-03-21 22:26:34,-21.6403,-41.0511,72.97,82,100,16.11
193,Menomonie,US,2022-03-21 22:26:34,44.8755,-91.9193,60.73,66,100,13.8
194,Pemba,MZ,2022-03-21 22:26:34,-12.974,40.5178,77.05,86,100,12.64
195,Los Llanos De Aridane,ES,2022-03-21 22:26:35,28.6585,-17.9182,58.75,77,20,8.05
196,Skarnes,NO,2022-03-21 22:26:35,60.2528,11.6797,31.01,91,4,2.21
197,Sao Filipe,CV,2022-03-21 22:26:36,14.8961,-24.4956,70.38,73,18,13.6
198,Aljezur,PT,2022-03-21 22:26:36,37.3191,-8.8033,55.62,92,98,5.14
199,San Patricio,US,2022-03-21 22:26:36,28.017,-97.5169,81.32,62,99,25.66
200,Hilo,US,2022-03-21 22:22:08,19.7297,-155.09,82.26,68,0,11.5
201,Husavik,IS,2022-03-21 22:26:37,66.0449,-17.3389,31.17,79,100,3.04
202,Lockport,US,2022-03-21 22:26:37,41.5895,-88.0578,72.99,43,0,12.66
203,San Carlos De Bariloche,AR,2022-03-21 22:26:38,-41.1456,-71.3082,55.15,67,75,20.71
204,Vila,PT,2022-03-21 22:26:38,42.0304,-8.1588,45.7,76,38,3.29
205,Comodoro Rivadavia,AR,2022-03-21 22:22:40,-45.8667,-67.5,73.26,28,0,12.66
206,Kalmunai,LK,2022-03-21 22:26:39,7.4167,81.8167,78.94,85,22,1.68
207,Bulawayo,ZW,2022-03-21 22:26:39,-20.15,28.5833,60.55,55,2,12.57
208,Bridlington,GB,2022-03-21 22:26:40,54.0831,-0.1919,46.33,83,68,9.33
209,Constitucion,CL,2022-03-21 22:26:40,-35.3333,-72.4167,61.59,69,2,16.8
210,Cervo,ES,2022-03-21 22:26:40,43.6702,-7.4101,50.97,85,59,4.88
211,Caraquet,CA,2022-03-21 22:26:41,47.7941,-64.9386,34.34,82,83,12.66
212,Pevek,RU,2022-03-21 22:26:41,69.7008,170.3133,25.07,72,100,18.28
213,Rorvik,NO,2022-03-21 22:26:41,64.8621,11.2373,32.11,93,0,2.3
214,Saint-Augustin,CA,2022-03-21 22:26:42,51.226,-58.6502,30.69,97,100,18.05
215,Port Moresby,PG,2022-03-21 22:26:42,-9.4431,147.1797,80.02,83,20,5.75
216,Qinhuangdao,CN,2022-03-21 22:24:48,39.9317,119.5883,34.03,50,0,5.17
217,Kraljevo,RS,2022-03-21 22:22:22,43.7258,20.6894,30.2,59,0,3.44
218,Kashi,CN,2022-03-21 22:26:43,39.4547,75.9797,49.21,57,75,4.47
219,Danville,US,2022-03-21 22:26:43,36.586,-79.395,70.88,28,0,8.05
220,Muros,ES,2022-03-21 22:26:43,42.7762,-9.0603,50.68,88,10,3.27
221,Tiarei,PF,2022-03-21 22:26:44,-17.5333,-149.3333,86.02,77,26,13.11
222,Kavaratti,IN,2022-03-21 22:26:44,10.5669,72.642,81.37,68,5,10.36
223,Nara,JP,2022-03-21 22:26:44,34.6851,135.8049,43.5,82,100,3.62
224,Karasuk,RU,2022-03-21 22:26:45,53.7377,78.0403,16.54,93,100,14.83
225,Galle,LK,2022-03-21 22:26:45,6.0367,80.217,80.19,83,18,9.86
226,Itarema,BR,2022-03-21 22:26:46,-2.9248,-39.9167,79.65,82,92,11.05
227,Turukhansk,RU,2022-03-21 22:26:46,65.8167,87.9833,-8.68,100,70,5.26
228,Axim,GH,2022-03-21 22:26:47,4.8699,-2.2405,80.35,87,37,5.91
229,Katobu,ID,2022-03-21 22:26:47,-4.9408,122.5276,75.9,91,100,0.72
230,Kunszentmarton,HU,2022-03-21 22:26:47,46.8392,20.2888,37.42,46,0,5.75
231,Sarankhola,BD,2022-03-21 22:26:48,22.3082,89.7897,71.91,83,26,4.59
232,Gushikawa,JP,2022-03-21 22:26:48,26.3544,127.8686,73.4,94,100,14.97
233,Tuatapere,NZ,2022-03-21 22:27:49,-46.1333,167.6833,63.37,64,49,3.71
234,Tabou,CI,2022-03-21 22:27:49,4.423,-7.3528,79.39,84,94,6.76
235,Novichikha,RU,2022-03-21 22:27:50,52.204,81.3877,22.01,94,90,12.8
236,Kaduqli,SD,2022-03-21 22:27:50,11.0167,29.7167,80.53,8,6,7.63
237,Sigli,ID,2022-03-21 22:27:50,5.3848,95.9609,78.33,77,99,4.5
238,Kieta,PG,2022-03-21 22:27:51,-6.2167,155.6333,83.01,73,100,2.33
239,Tiksi,RU,2022-03-21 22:27:51,71.6872,128.8694,-18.24,99,54,1.48
240,Sangar,RU,2022-03-21 22:27:52,63.9242,127.4739,-18.51,95,6,2.91
241,Stromness,GB,2022-03-21 22:27:52,58.965,-3.296,39.16,83,6,16.96
242,Awbari,LY,2022-03-21 22:27:53,26.5921,12.7805,55.94,41,0,12.62
243,Torbay,CA,2022-03-21 22:27:53,47.6666,-52.7314,37.76,98,100,25.32
244,Hasaki,JP,2022-03-21 22:27:53,35.7333,140.8333,41.4,82,100,6.62
245,Skjervoy,NO,2022-03-21 22:27:54,70.0311,20.9714,35.6,75,99,35.12
246,Aripuana,BR,2022-03-21 22:27:54,-9.1667,-60.6333,74.77,93,88,0.94
247,Saint-Philippe,RE,2022-03-21 22:27:54,-21.3585,55.7679,78.39,90,89,9.93
248,Cidreira,BR,2022-03-21 22:27:55,-30.1811,-50.2056,70.36,66,66,20.69
249,San Luis,AR,2022-03-21 22:27:55,-33.295,-66.3356,73.74,44,0,3.06
250,Bengkulu,ID,2022-03-21 22:27:55,-3.8004,102.2655,74.98,87,87,4.25
251,Zaoyang,CN,2022-03-21 22:27:56,32.1272,112.7542,41.0,95,100,9.82
252,Shingu,JP,2022-03-21 22:27:57,33.7333,135.9833,48.02,95,100,10.74
253,Bathsheba,BB,2022-03-21 22:27:57,13.2167,-59.5167,79.41,69,40,13.8
254,Prince Albert,CA,2022-03-21 22:27:57,53.2001,-105.7677,35.55,80,75,23.02
255,Cheremukhovo,RU,2022-03-21 22:27:58,60.3484,59.9851,14.54,97,12,3.31
256,Havelock,US,2022-03-21 22:27:58,34.8791,-76.9013,62.98,53,0,9.22
257,Port-Cartier,CA,2022-03-21 22:27:58,50.0334,-66.8654,35.82,76,78,14.14
258,Ixtapa,MX,2022-03-21 22:27:59,20.7,-105.2,76.23,61,20,9.22
259,Lleida,ES,2022-03-21 22:25:09,41.6167,0.6167,50.2,74,0,21.85
260,Hervey Bay,AU,2022-03-21 22:27:34,-25.2986,152.8535,71.83,77,34,6.78
261,Santiago Del Estero,AR,2022-03-21 22:27:59,-27.7951,-64.2615,74.73,54,57,1.03
262,Tarakan,ID,2022-03-21 22:28:00,3.3,117.6333,76.5,94,75,3.44
263,Marzuq,YE,2022-03-21 22:28:00,14.4,46.4667,73.26,32,49,5.3
264,Vestmannaeyjar,IS,2022-03-21 22:28:00,63.4427,-20.2734,44.98,94,100,18.63
265,Antofagasta,CL,2022-03-21 22:26:03,-23.65,-70.4,71.22,62,24,8.28
266,San Blas,MX,2022-03-21 22:28:01,21.5167,-105.2667,96.69,42,91,6.91
267,Purpe,RU,2022-03-21 22:28:01,64.4803,76.6897,-1.75,100,88,10.33
268,Ginir,ET,2022-03-21 22:28:02,7.1333,40.7,63.99,62,95,4.5
269,Souillac,MU,2022-03-21 22:28:02,-20.5167,57.5167,80.98,94,75,3.44
270,Lompoc,US,2022-03-21 22:24:22,34.6391,-120.4579,83.01,51,0,20.71
271,Rosita,NI,2022-03-21 22:28:03,13.9268,-84.4032,86.85,45,94,6.53
272,Natchitoches,US,2022-03-21 22:28:03,31.7668,-93.1335,70.65,73,100,17.27
273,Adrar,MR,2022-03-21 22:28:03,20.5022,-10.0711,76.95,11,0,7.54
274,Jalu,LY,2022-03-21 22:28:04,29.0331,21.5482,52.81,49,5,10.56
275,Alice Springs,AU,2022-03-21 22:28:04,-23.7,133.8833,65.75,48,0,5.75
276,Maniitsoq,GL,2022-03-21 22:28:04,65.4167,-52.9,-4.65,87,13,4.76
277,Hohhot,CN,2022-03-21 22:28:05,40.8106,111.6522,25.09,54,0,6.71
278,Anadyr,RU,2022-03-21 22:28:05,64.75,177.4833,27.1,79,20,33.55
279,Kamenka,RU,2022-03-21 22:29:06,51.3223,42.7678,24.12,92,19,8.16
